,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
4681,4681,43369,Female,Loyal Customer,38,Personal Travel,Eco,436,2,5,2,4,5,2,4,5,4,5,5,5,5,5,0,0.0,neutral or dissatisfied
4682,4682,97247,Female,Loyal Customer,59,Business travel,Business,296,5,5,5,5,5,4,5,5,5,5,5,3,5,4,5,12.0,satisfied
4683,4683,111601,Female,Loyal Customer,18,Personal Travel,Eco Plus,794,2,4,2,3,1,2,4,1,3,5,4,4,5,1,6,0.0,neutral or dissatisfied
4684,4684,44427,Male,Loyal Customer,59,Business travel,Eco,542,2,3,3,3,2,2,2,2,1,5,1,1,5,2,15,9.0,satisfied
4685,4685,33019,Male,Loyal Customer,7,Personal Travel,Eco,163,1,4,0,1,1,0,1,1,4,4,5,5,4,1,0,0.0,neutral or dissatisfied
4686,4686,91770,Male,Loyal Customer,34,Business travel,Business,2431,3,2,2,2,5,3,4,3,3,2,3,4,3,1,16,9.0,neutral or dissatisfied
4687,4687,2205,Female,Loyal Customer,46,Personal Travel,Eco,685,2,5,2,4,3,4,4,2,2,2,2,4,2,3,9,8.0,neutral or dissatisfied
4688,4688,55447,Female,Loyal Customer,34,Personal Travel,Eco,2521,4,5,4,1,5,4,1,5,2,1,3,1,2,5,100,,neutral or dissatisfied
4689,4689,20848,Female,Loyal Customer,40,Personal Travel,Eco,534,2,4,2,1,1,2,1,1,5,5,4,3,5,1,0,0.0,neutral or dissatisfied
4690,4690,120082,Female,Loyal Customer,47,Personal Travel,Eco,683,0,5,0,3,2,5,4,1,1,0,1,4,1,4,0,0.0,satisfied
4691,4691,42576,Male,Loyal Customer,33,Business travel,Eco,296,2,1,1,1,2,2,2,2,3,1,4,4,3,2,0,7.0,neutral or dissatisfied
4692,4692,118277,Female,disloyal Customer,25,Business travel,Business,639,4,0,4,3,4,4,5,4,5,2,5,5,4,4,23,23.0,satisfied
4693,4693,29164,Female,Loyal Customer,32,Business travel,Eco Plus,954,1,3,4,3,1,1,1,1,1,4,4,1,4,1,0,1.0,neutral or dissatisfied
4694,4694,96554,Male,disloyal Customer,17,Business travel,Eco Plus,302,3,0,3,3,4,3,4,4,1,5,1,3,2,4,0,0.0,neutral or dissatisfied
4695,4695,26225,Male,Loyal Customer,19,Personal Travel,Eco,404,3,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0.0,neutral or dissatisfied
4696,4696,67969,Male,Loyal Customer,52,Business travel,Business,1235,2,2,2,2,4,5,4,4,4,4,4,5,4,4,0,5.0,satisfied
4697,4697,118569,Male,disloyal Customer,39,Business travel,Business,651,5,5,5,2,4,5,4,4,5,5,4,5,4,4,10,0.0,satisfied
4698,4698,92630,Male,Loyal Customer,57,Business travel,Eco,453,2,3,4,3,2,2,2,2,4,3,3,3,2,2,0,15.0,neutral or dissatisfied
4699,4699,9743,Female,Loyal Customer,54,Business travel,Business,970,1,4,4,4,3,2,2,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
4700,4700,19306,Female,Loyal Customer,12,Personal Travel,Eco,299,5,4,3,4,5,3,5,5,5,3,5,3,4,5,6,0.0,satisfied
4701,4701,68650,Male,disloyal Customer,26,Business travel,Business,237,2,1,2,3,5,2,5,5,3,4,3,3,4,5,1,0.0,neutral or dissatisfied
4702,4702,65047,Male,Loyal Customer,43,Personal Travel,Eco,190,1,3,1,4,4,1,4,4,3,4,4,2,5,4,2,36.0,neutral or dissatisfied
4703,4703,65175,Female,Loyal Customer,26,Personal Travel,Eco,354,1,4,1,3,1,1,1,1,5,2,5,5,5,1,0,0.0,neutral or dissatisfied
4704,4704,24940,Male,disloyal Customer,33,Business travel,Business,1747,2,2,2,3,4,2,4,4,4,2,4,5,5,4,6,0.0,neutral or dissatisfied
4705,4705,59063,Male,Loyal Customer,53,Business travel,Eco,1744,2,2,4,2,2,2,2,2,4,2,4,3,3,2,126,94.0,neutral or dissatisfied
4706,4706,60694,Female,Loyal Customer,53,Business travel,Business,1605,5,2,5,5,5,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
4707,4707,123083,Female,disloyal Customer,36,Business travel,Business,468,3,3,3,3,3,1,1,4,4,4,5,1,5,1,157,135.0,neutral or dissatisfied
4708,4708,21029,Female,Loyal Customer,34,Business travel,Business,106,4,4,4,4,3,5,1,4,4,4,5,4,4,5,0,3.0,satisfied
4709,4709,80325,Female,Loyal Customer,27,Personal Travel,Eco,746,4,4,4,3,5,4,5,5,1,1,4,4,3,5,0,0.0,satisfied
4710,4710,87168,Female,disloyal Customer,36,Business travel,Business,946,4,4,4,4,2,4,2,2,4,3,4,3,4,2,6,0.0,neutral or dissatisfied
4711,4711,72991,Male,Loyal Customer,16,Business travel,Business,1096,3,5,5,5,3,3,3,3,4,3,3,2,4,3,0,0.0,neutral or dissatisfied
4712,4712,23279,Female,Loyal Customer,42,Business travel,Business,862,5,5,5,5,2,3,3,4,4,3,4,2,4,2,15,5.0,satisfied
4713,4713,87345,Male,Loyal Customer,40,Business travel,Business,2333,2,2,2,2,3,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
4714,4714,110766,Male,Loyal Customer,62,Business travel,Eco,990,2,1,1,1,2,2,2,2,3,4,2,3,3,2,22,22.0,neutral or dissatisfied
4715,4715,62516,Female,Loyal Customer,52,Business travel,Business,1846,2,2,2,2,3,4,4,3,3,3,3,5,3,5,0,0.0,satisfied
4716,4716,10357,Male,Loyal Customer,27,Business travel,Business,3008,2,2,2,2,5,5,5,5,3,3,4,3,5,5,0,0.0,satisfied
4717,4717,67116,Female,Loyal Customer,25,Business travel,Business,2964,3,3,3,3,3,4,3,3,1,3,4,1,4,3,26,10.0,neutral or dissatisfied
4718,4718,113131,Male,Loyal Customer,38,Personal Travel,Eco Plus,543,3,4,3,3,5,3,5,5,4,2,5,3,5,5,13,1.0,neutral or dissatisfied
4719,4719,54897,Male,Loyal Customer,27,Personal Travel,Eco,862,1,5,1,5,3,1,3,3,5,5,5,5,5,3,9,0.0,neutral or dissatisfied
4720,4720,79715,Male,Loyal Customer,14,Personal Travel,Eco,762,2,4,2,3,1,2,2,1,5,3,1,5,5,1,0,0.0,neutral or dissatisfied
4721,4721,126241,Male,disloyal Customer,23,Business travel,Eco,590,3,4,3,3,3,3,3,3,1,1,4,3,4,3,2,19.0,neutral or dissatisfied
4722,4722,126904,Male,Loyal Customer,68,Personal Travel,Eco Plus,2125,4,2,4,3,5,4,4,5,1,5,4,3,3,5,6,4.0,neutral or dissatisfied
4723,4723,4984,Male,Loyal Customer,33,Business travel,Business,502,5,5,5,5,5,5,5,5,4,3,4,5,4,5,0,0.0,satisfied
4724,4724,85860,Female,Loyal Customer,22,Personal Travel,Eco Plus,526,2,4,2,4,3,2,3,3,3,5,5,4,5,3,0,0.0,neutral or dissatisfied
4725,4725,3090,Male,Loyal Customer,49,Business travel,Business,3889,1,4,4,4,4,2,2,1,1,1,1,4,1,2,0,0.0,neutral or dissatisfied
4726,4726,122702,Female,Loyal Customer,59,Business travel,Business,2372,1,1,1,1,5,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
4727,4727,100646,Female,Loyal Customer,51,Personal Travel,Eco,349,2,5,4,2,1,5,1,4,4,4,4,3,4,5,0,0.0,neutral or dissatisfied
4728,4728,63508,Female,Loyal Customer,40,Business travel,Business,1009,5,5,5,5,5,4,5,3,3,3,3,4,3,4,3,4.0,satisfied
4729,4729,88079,Male,Loyal Customer,20,Business travel,Business,3634,5,5,5,5,2,2,2,2,3,4,4,4,5,2,0,0.0,satisfied
4730,4730,65819,Male,Loyal Customer,51,Business travel,Business,1389,2,2,2,2,4,4,4,4,4,4,4,4,4,3,1,0.0,satisfied
4731,4731,93503,Male,Loyal Customer,31,Personal Travel,Eco,1020,4,4,4,4,4,4,4,4,2,3,4,4,3,4,14,0.0,neutral or dissatisfied
4732,4732,107965,Female,Loyal Customer,38,Business travel,Business,2256,5,5,5,5,5,5,4,4,4,5,4,3,4,3,0,0.0,satisfied
4733,4733,76859,Female,Loyal Customer,51,Business travel,Business,1262,2,2,4,2,3,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
4734,4734,7894,Male,Loyal Customer,35,Business travel,Business,948,2,2,2,2,2,5,5,4,4,4,4,4,4,5,0,10.0,satisfied
4735,4735,28553,Male,Loyal Customer,44,Personal Travel,Eco,2715,1,4,1,4,1,4,4,5,4,4,4,4,3,4,0,0.0,neutral or dissatisfied
4736,4736,27171,Male,Loyal Customer,14,Personal Travel,Eco,2677,4,0,4,4,4,2,2,2,5,4,4,2,1,2,0,0.0,neutral or dissatisfied
4737,4737,76275,Male,Loyal Customer,44,Business travel,Eco,1927,2,2,5,2,2,2,2,2,1,4,4,1,4,2,0,0.0,neutral or dissatisfied
4738,4738,51136,Female,Loyal Customer,37,Personal Travel,Eco,134,2,1,0,4,2,0,2,2,2,3,4,2,4,2,0,9.0,neutral or dissatisfied
4739,4739,26439,Female,disloyal Customer,29,Business travel,Eco,925,1,1,1,3,1,1,1,1,2,1,4,1,4,1,0,0.0,neutral or dissatisfied
4740,4740,39183,Male,Loyal Customer,14,Personal Travel,Eco,311,2,4,2,5,4,2,4,4,5,2,5,3,5,4,0,0.0,neutral or dissatisfied
4741,4741,84201,Male,Loyal Customer,63,Business travel,Business,432,4,1,4,4,4,5,5,5,5,5,5,5,5,3,8,10.0,satisfied
4742,4742,5138,Male,Loyal Customer,53,Personal Travel,Eco,184,3,5,3,2,2,3,2,2,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
4743,4743,128061,Female,Loyal Customer,54,Business travel,Business,2917,4,5,4,4,5,5,5,4,3,3,5,5,5,5,11,0.0,satisfied
4744,4744,12816,Male,Loyal Customer,62,Business travel,Business,2251,3,5,2,5,4,2,2,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
4745,4745,106779,Female,Loyal Customer,52,Business travel,Eco Plus,837,2,2,4,4,3,3,3,2,2,2,2,1,2,3,0,8.0,neutral or dissatisfied
4746,4746,37808,Female,Loyal Customer,8,Personal Travel,Eco Plus,1028,4,5,4,2,1,4,1,1,4,3,5,5,4,1,0,0.0,neutral or dissatisfied
4747,4747,12873,Female,disloyal Customer,25,Business travel,Eco,674,4,4,4,1,5,4,5,5,2,5,5,1,5,5,1,9.0,neutral or dissatisfied
4748,4748,13041,Female,Loyal Customer,65,Personal Travel,Eco,438,2,4,2,3,5,3,4,4,4,2,4,1,4,2,1,0.0,neutral or dissatisfied
4749,4749,58242,Female,disloyal Customer,26,Business travel,Eco Plus,925,2,2,2,4,4,2,2,4,4,1,4,2,3,4,65,51.0,neutral or dissatisfied
4750,4750,126747,Male,Loyal Customer,22,Personal Travel,Eco,2521,4,4,4,4,4,4,4,4,4,4,5,4,5,4,9,0.0,neutral or dissatisfied
4751,4751,5210,Male,Loyal Customer,46,Business travel,Business,383,1,1,1,1,2,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
4752,4752,23520,Male,Loyal Customer,33,Personal Travel,Eco,303,3,4,1,4,2,1,2,2,3,5,4,3,3,2,0,0.0,neutral or dissatisfied
4753,4753,38299,Male,Loyal Customer,44,Business travel,Business,2342,3,2,2,2,5,2,3,3,3,3,3,4,3,2,72,83.0,neutral or dissatisfied
4754,4754,70144,Female,Loyal Customer,66,Personal Travel,Eco,550,3,3,3,3,4,4,3,5,5,3,5,4,5,3,0,0.0,neutral or dissatisfied
4755,4755,129045,Female,Loyal Customer,60,Business travel,Business,1744,2,2,2,2,5,5,5,2,2,2,2,4,2,3,0,4.0,satisfied
4756,4756,87395,Female,Loyal Customer,20,Business travel,Business,1687,1,0,0,3,1,0,1,1,1,1,3,4,4,1,0,0.0,neutral or dissatisfied
4757,4757,77268,Male,Loyal Customer,77,Business travel,Eco Plus,1190,5,3,3,3,5,5,5,5,5,2,3,1,4,5,0,0.0,satisfied
4758,4758,75625,Female,disloyal Customer,33,Business travel,Eco Plus,337,3,3,3,3,2,3,2,2,1,5,3,4,3,2,4,0.0,neutral or dissatisfied
4759,4759,44866,Male,Loyal Customer,29,Personal Travel,Business,315,2,2,3,4,3,3,3,3,4,2,4,4,5,3,0,0.0,neutral or dissatisfied
4760,4760,51692,Male,disloyal Customer,23,Business travel,Eco,370,1,3,1,4,3,1,3,3,3,3,3,4,4,3,0,0.0,neutral or dissatisfied
4761,4761,112032,Male,Loyal Customer,42,Business travel,Business,680,5,5,5,5,2,4,4,5,5,5,5,4,5,3,22,9.0,satisfied
4762,4762,90006,Male,Loyal Customer,63,Business travel,Business,3919,2,2,2,2,1,4,3,2,2,2,2,4,2,2,17,11.0,neutral or dissatisfied
4763,4763,36088,Male,Loyal Customer,67,Personal Travel,Eco,413,3,3,1,1,1,1,5,5,5,1,3,5,1,5,170,155.0,neutral or dissatisfied
4764,4764,49342,Female,disloyal Customer,27,Business travel,Eco,326,2,0,2,2,5,2,5,5,1,3,5,5,4,5,0,2.0,neutral or dissatisfied
4765,4765,37132,Male,Loyal Customer,36,Business travel,Business,1189,1,3,3,3,2,3,4,1,1,1,1,2,1,1,12,4.0,neutral or dissatisfied
4766,4766,17291,Female,Loyal Customer,23,Business travel,Business,438,4,4,4,4,4,4,4,4,1,2,2,5,3,4,0,12.0,satisfied
4767,4767,118409,Female,Loyal Customer,65,Business travel,Business,1923,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,7.0,satisfied
4768,4768,117610,Female,disloyal Customer,25,Business travel,Eco,347,2,0,2,3,1,2,1,1,5,4,2,1,5,1,14,11.0,neutral or dissatisfied
4769,4769,22906,Female,Loyal Customer,49,Personal Travel,Eco Plus,151,2,4,2,4,4,5,5,4,4,2,4,5,4,5,0,0.0,neutral or dissatisfied
4770,4770,53762,Male,disloyal Customer,26,Business travel,Eco,1195,3,3,3,1,1,3,1,1,4,3,5,1,1,1,0,0.0,neutral or dissatisfied
4771,4771,101006,Male,Loyal Customer,57,Business travel,Eco,867,1,0,0,3,2,1,2,2,3,3,3,2,3,2,130,126.0,neutral or dissatisfied
4772,4772,71141,Female,Loyal Customer,68,Business travel,Business,1911,3,3,3,3,1,4,4,2,2,3,3,1,2,1,59,54.0,neutral or dissatisfied
4773,4773,11578,Male,Loyal Customer,25,Business travel,Business,771,1,2,2,2,1,1,1,1,2,3,3,4,3,1,0,0.0,neutral or dissatisfied
4774,4774,110787,Female,Loyal Customer,37,Business travel,Business,3629,3,3,3,3,3,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
4775,4775,117785,Male,Loyal Customer,55,Business travel,Business,328,0,0,0,3,2,5,5,2,2,2,2,3,2,3,10,9.0,satisfied
4776,4776,65838,Male,Loyal Customer,51,Business travel,Business,1389,1,2,2,2,2,3,3,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
4777,4777,105780,Female,Loyal Customer,46,Personal Travel,Eco,787,2,5,2,4,4,4,5,2,2,2,5,3,2,4,67,84.0,neutral or dissatisfied
4778,4778,59089,Female,Loyal Customer,60,Business travel,Eco,244,4,2,2,2,5,3,5,4,4,4,4,1,4,1,16,0.0,satisfied
4779,4779,60016,Female,Loyal Customer,14,Personal Travel,Eco,937,3,3,3,3,1,3,1,1,5,1,5,4,5,1,14,0.0,neutral or dissatisfied
4780,4780,103007,Male,Loyal Customer,59,Business travel,Business,1675,5,5,5,5,4,5,5,4,4,5,4,4,4,5,1,0.0,satisfied
4781,4781,6703,Male,Loyal Customer,31,Personal Travel,Eco,438,4,4,4,1,4,4,4,4,5,4,4,5,4,4,0,1.0,neutral or dissatisfied
4782,4782,89846,Male,Loyal Customer,7,Personal Travel,Business,1306,4,4,4,1,4,2,2,5,4,4,5,2,5,2,33,153.0,satisfied
4783,4783,435,Male,Loyal Customer,53,Personal Travel,Business,134,2,2,2,3,5,3,3,2,2,2,2,4,2,3,80,71.0,neutral or dissatisfied
4784,4784,28893,Male,Loyal Customer,38,Business travel,Business,954,5,5,5,5,2,2,5,4,4,4,4,4,4,5,0,0.0,satisfied
4785,4785,91577,Male,disloyal Customer,35,Business travel,Business,1123,3,4,4,4,5,4,5,5,3,3,3,3,3,5,0,0.0,neutral or dissatisfied
4786,4786,10876,Male,Loyal Customer,38,Business travel,Business,224,2,3,3,3,4,3,2,2,2,2,2,4,2,1,20,24.0,neutral or dissatisfied
4787,4787,24877,Female,Loyal Customer,36,Business travel,Eco Plus,356,4,2,2,2,4,4,4,4,3,5,5,3,3,4,0,0.0,satisfied
4788,4788,52955,Male,Loyal Customer,66,Personal Travel,Business,2306,3,3,3,3,4,3,4,1,1,3,1,3,1,5,0,0.0,neutral or dissatisfied
4789,4789,108469,Male,Loyal Customer,13,Personal Travel,Eco,1440,2,4,2,4,5,2,5,5,3,4,5,4,5,5,11,0.0,neutral or dissatisfied
4790,4790,17751,Female,Loyal Customer,59,Personal Travel,Eco,383,3,3,3,3,5,3,3,1,1,3,1,3,1,1,0,0.0,neutral or dissatisfied
4791,4791,47215,Male,Loyal Customer,59,Personal Travel,Eco,908,2,3,2,1,4,2,4,4,4,2,2,2,2,4,39,34.0,neutral or dissatisfied
4792,4792,110504,Male,Loyal Customer,35,Business travel,Eco Plus,787,3,4,4,4,3,3,3,3,4,3,4,2,4,3,22,10.0,neutral or dissatisfied
4793,4793,2791,Female,disloyal Customer,22,Business travel,Eco,764,2,2,2,4,3,2,3,3,1,2,3,3,3,3,67,50.0,neutral or dissatisfied
4794,4794,14540,Male,Loyal Customer,55,Business travel,Business,3761,1,4,4,4,2,4,3,1,1,1,1,3,1,2,0,5.0,neutral or dissatisfied
4795,4795,69549,Male,disloyal Customer,11,Business travel,Business,784,0,0,0,4,0,4,4,5,3,3,4,4,3,4,0,0.0,satisfied
4796,4796,26175,Male,Loyal Customer,49,Business travel,Business,2492,2,3,3,3,2,1,2,2,2,2,2,4,2,1,16,25.0,neutral or dissatisfied
4797,4797,33442,Female,Loyal Customer,36,Personal Travel,Eco,2556,3,4,3,3,3,4,4,3,2,3,5,4,4,4,2,25.0,neutral or dissatisfied
4798,4798,114369,Female,Loyal Customer,47,Business travel,Business,1595,4,4,4,4,2,5,4,4,4,4,4,5,4,3,6,2.0,satisfied
4799,4799,4780,Female,Loyal Customer,44,Business travel,Business,438,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
4800,4800,3715,Female,Loyal Customer,42,Personal Travel,Eco,544,3,3,3,3,4,3,3,2,2,3,2,3,2,3,0,0.0,neutral or dissatisfied
4801,4801,9323,Male,Loyal Customer,65,Business travel,Business,3714,1,1,1,1,3,3,2,5,5,5,5,1,5,3,11,1.0,satisfied
4802,4802,107453,Male,Loyal Customer,23,Business travel,Eco Plus,725,2,4,4,4,2,2,2,2,4,2,4,1,3,2,0,0.0,neutral or dissatisfied
4803,4803,10596,Female,Loyal Customer,49,Business travel,Business,517,4,4,4,4,4,5,4,3,3,3,3,4,3,4,0,2.0,satisfied
4804,4804,35320,Male,Loyal Customer,49,Business travel,Eco,1028,3,1,1,1,3,3,3,3,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
4805,4805,89218,Male,Loyal Customer,48,Personal Travel,Eco,1947,2,4,2,4,2,2,1,2,4,3,4,4,5,2,28,19.0,neutral or dissatisfied
4806,4806,103427,Female,Loyal Customer,51,Personal Travel,Eco,237,2,5,2,1,2,2,2,4,4,5,4,2,3,2,132,129.0,neutral or dissatisfied
4807,4807,126788,Male,Loyal Customer,32,Business travel,Business,2296,1,1,1,1,5,5,5,5,3,2,3,4,4,5,11,0.0,satisfied
4808,4808,37502,Female,disloyal Customer,25,Business travel,Eco,944,3,4,4,4,4,4,4,4,1,4,3,2,3,4,0,7.0,neutral or dissatisfied
4809,4809,107299,Female,Loyal Customer,14,Personal Travel,Eco,283,3,5,3,1,3,3,3,3,4,3,5,4,5,3,0,1.0,neutral or dissatisfied
4810,4810,41627,Male,disloyal Customer,33,Business travel,Business,438,1,1,1,4,1,1,1,1,3,3,3,3,4,1,0,0.0,neutral or dissatisfied
4811,4811,113460,Male,disloyal Customer,59,Business travel,Business,236,2,2,2,4,4,2,4,4,4,2,3,2,4,4,53,55.0,neutral or dissatisfied
4812,4812,16962,Female,Loyal Customer,26,Personal Travel,Eco,1131,5,4,5,1,3,5,3,3,3,5,5,4,4,3,0,0.0,satisfied
4813,4813,91768,Female,Loyal Customer,50,Business travel,Eco,190,4,1,1,1,3,3,5,4,4,4,4,2,4,5,0,0.0,satisfied
4814,4814,120319,Male,Loyal Customer,38,Business travel,Business,3194,1,5,5,5,5,4,3,1,1,1,1,3,1,2,1,42.0,neutral or dissatisfied
4815,4815,93452,Female,Loyal Customer,34,Personal Travel,Eco,671,3,5,3,3,5,3,4,5,5,4,5,5,4,5,0,0.0,neutral or dissatisfied
4816,4816,112289,Male,Loyal Customer,57,Business travel,Business,1703,2,2,2,2,3,3,5,5,5,5,5,4,5,3,0,0.0,satisfied
4817,4817,77025,Female,Loyal Customer,22,Business travel,Business,2474,3,3,3,3,4,4,4,4,1,5,4,4,4,4,0,0.0,satisfied
4818,4818,86385,Female,disloyal Customer,26,Business travel,Business,762,1,1,1,5,4,1,4,4,3,5,4,4,4,4,0,0.0,neutral or dissatisfied
4819,4819,108879,Male,Loyal Customer,43,Business travel,Business,2728,2,2,2,2,2,2,2,2,1,4,4,2,2,2,268,255.0,neutral or dissatisfied
4820,4820,3751,Male,Loyal Customer,47,Business travel,Business,427,3,3,3,3,3,4,5,3,3,4,3,3,3,3,0,0.0,satisfied
4821,4821,57278,Male,Loyal Customer,51,Personal Travel,Eco,628,4,5,5,2,2,5,1,2,3,4,4,4,4,2,0,0.0,neutral or dissatisfied
4822,4822,31434,Female,Loyal Customer,30,Personal Travel,Eco,1546,3,4,3,4,2,3,2,2,5,5,4,5,4,2,28,17.0,neutral or dissatisfied
4823,4823,83659,Female,Loyal Customer,25,Business travel,Business,2198,2,3,3,3,2,2,2,2,3,4,4,3,3,2,67,66.0,neutral or dissatisfied
4824,4824,37833,Female,Loyal Customer,54,Business travel,Business,1554,2,2,2,2,2,5,1,4,4,4,4,2,4,1,39,53.0,satisfied
4825,4825,127506,Male,Loyal Customer,15,Personal Travel,Eco,2075,3,4,3,4,5,3,2,5,4,5,4,2,4,5,0,0.0,neutral or dissatisfied
4826,4826,100746,Female,Loyal Customer,50,Personal Travel,Eco,328,3,5,3,2,5,4,5,4,4,3,4,4,4,3,0,2.0,neutral or dissatisfied
4827,4827,71753,Female,Loyal Customer,52,Business travel,Business,1829,2,2,2,2,5,3,4,3,3,4,3,3,3,3,0,0.0,satisfied
4828,4828,45669,Female,Loyal Customer,9,Personal Travel,Eco Plus,313,3,4,3,2,4,3,4,4,4,4,4,5,4,4,0,29.0,neutral or dissatisfied
4829,4829,2119,Female,Loyal Customer,49,Business travel,Business,431,5,5,5,5,2,5,4,4,4,4,4,4,4,5,18,10.0,satisfied
4830,4830,72671,Female,Loyal Customer,15,Personal Travel,Eco,1121,4,5,4,3,4,4,4,4,3,3,5,4,5,4,0,0.0,neutral or dissatisfied
4831,4831,102791,Male,Loyal Customer,58,Personal Travel,Eco,1099,5,3,5,2,2,5,2,2,3,1,4,2,2,2,0,0.0,satisfied
4832,4832,86380,Male,Loyal Customer,55,Business travel,Business,3834,2,2,2,2,2,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
4833,4833,127582,Male,Loyal Customer,35,Business travel,Business,1773,1,1,1,1,5,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
4834,4834,119269,Female,Loyal Customer,42,Business travel,Business,2720,0,4,0,3,5,5,5,5,5,4,5,5,3,5,144,134.0,satisfied
4835,4835,66644,Male,Loyal Customer,55,Business travel,Business,3295,3,3,3,3,3,5,4,3,3,4,3,5,3,4,23,25.0,satisfied
4836,4836,49191,Male,disloyal Customer,39,Business travel,Eco,326,2,5,2,4,5,2,5,5,1,1,2,3,3,5,14,10.0,neutral or dissatisfied
4837,4837,93900,Female,disloyal Customer,56,Personal Travel,Eco,590,2,1,1,3,4,1,4,4,1,3,2,2,2,4,1,0.0,neutral or dissatisfied
4838,4838,96294,Female,Loyal Customer,17,Personal Travel,Eco,687,2,4,2,5,5,2,5,5,2,5,1,3,4,5,0,0.0,neutral or dissatisfied
4839,4839,31030,Male,Loyal Customer,60,Business travel,Business,3227,1,1,4,1,4,4,4,2,2,3,2,4,2,4,0,0.0,satisfied
4840,4840,75665,Male,Loyal Customer,27,Personal Travel,Eco Plus,304,1,5,1,4,4,1,4,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
4841,4841,77801,Female,Loyal Customer,7,Personal Travel,Eco,813,3,2,3,3,4,3,4,4,4,3,3,3,3,4,0,0.0,neutral or dissatisfied
4842,4842,119483,Female,disloyal Customer,48,Business travel,Eco,814,2,3,3,4,4,3,4,4,4,4,3,3,4,4,6,10.0,neutral or dissatisfied
4843,4843,29625,Female,disloyal Customer,23,Business travel,Eco,1242,3,3,3,2,4,3,1,4,4,5,1,4,3,4,0,0.0,satisfied
4844,4844,47616,Female,Loyal Customer,45,Business travel,Business,1428,4,4,4,4,1,5,4,4,4,4,4,1,4,2,16,0.0,satisfied
4845,4845,9021,Male,Loyal Customer,60,Business travel,Business,2256,2,2,2,2,4,4,4,3,3,4,4,5,3,4,0,0.0,satisfied
4846,4846,86930,Female,Loyal Customer,51,Business travel,Business,3568,5,5,5,5,4,5,4,4,4,4,4,3,4,4,3,0.0,satisfied
4847,4847,84554,Female,Loyal Customer,20,Personal Travel,Eco,2556,1,5,0,3,1,0,1,1,5,4,5,1,3,1,1,0.0,neutral or dissatisfied
4848,4848,20627,Female,Loyal Customer,26,Business travel,Business,3299,4,4,4,4,4,4,4,4,2,1,4,5,1,4,0,0.0,satisfied
4849,4849,100262,Female,Loyal Customer,41,Business travel,Business,3974,4,4,1,4,3,5,5,4,4,5,4,5,4,5,25,19.0,satisfied
4850,4850,45468,Male,Loyal Customer,26,Business travel,Eco,522,4,2,1,2,4,4,5,4,2,2,3,2,3,4,9,18.0,satisfied
4851,4851,104992,Male,Loyal Customer,50,Personal Travel,Eco,314,2,4,2,4,3,2,3,3,5,2,5,3,5,3,19,15.0,neutral or dissatisfied
4852,4852,114292,Male,Loyal Customer,17,Personal Travel,Eco,853,3,4,3,5,1,3,1,1,3,5,5,3,5,1,4,0.0,neutral or dissatisfied
4853,4853,85808,Female,Loyal Customer,21,Personal Travel,Eco,666,2,4,2,2,2,2,2,2,4,5,5,5,4,2,22,7.0,neutral or dissatisfied
4854,4854,20352,Male,disloyal Customer,27,Business travel,Business,287,2,2,2,3,5,2,5,5,4,2,2,3,3,5,104,91.0,neutral or dissatisfied
4855,4855,79026,Female,Loyal Customer,46,Business travel,Business,1771,3,3,3,3,4,2,3,3,3,3,3,1,3,1,0,0.0,neutral or dissatisfied
4856,4856,37756,Male,Loyal Customer,22,Business travel,Eco Plus,944,5,1,1,1,5,5,3,5,2,5,1,4,3,5,16,19.0,satisfied
4857,4857,88460,Female,Loyal Customer,41,Business travel,Business,3720,4,4,4,4,2,3,5,5,5,5,5,4,5,4,11,5.0,satisfied
4858,4858,101445,Male,Loyal Customer,47,Business travel,Business,1854,3,3,3,3,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
4859,4859,101253,Female,disloyal Customer,31,Business travel,Business,1910,3,3,3,4,3,3,2,3,4,2,2,3,4,3,0,0.0,neutral or dissatisfied
4860,4860,93422,Female,Loyal Customer,51,Business travel,Business,723,4,3,3,3,2,2,2,4,4,4,4,3,4,3,20,14.0,neutral or dissatisfied
